,Comments,Clean,Label
4101,Would love Taipei to become a financial hub in lieu of HK.,would love taipei become financial hub lieu hk,0
4102,"Concerning of freedom of HK is meaningless. HK is no different to Beijing, Shanghai nowadays. The West should concern about political freedom of all 1.4 billion citizens of China.",concerning freedom hk meaningless hk different beijing shanghai nowadays west concern political freedom billion citizen china,0
4106,"Mind you own business, fix your own covid and economy befor putting your nose into Hongkong, a city of China.",mind business fix covid economy befor putting nose hongkong city china,0
4112,I'm 68 and I had covid back in april 2021.I recovered quickly but I have shortness of breath and recurring rashes.I try to exercise but it's a struggle.,covid back april recovered quickly shortness breath recurring rash try exercise struggle,0
4116,"Thanks DW for these video, stay safe",thanks dw video stay safe,1
4118,I've definitely developed long Covid the 1st time I got it. I've had Covid 5 other times as well since 2020 including Omicron twice while vaxxed. I now deal with insomnia from the 1st time along with headaches off and on. Brain fog at times as well. It's bad. The whole herd immunity definitely isn't a thing in this case.,definitely developed long covid st time got covid time well since including omicron twice vaxxed deal insomnia st time along headache brain fog time well bad whole herd immunity definitely thing case,0
4119,I am 28 n had COVID in April n suffering from Post covid ITP since then,n covid april n suffering post covid itp since,0
4120,I hope not to experience this but I am doing well so far back to my best after recovering from COVID almost two months ago while double vaxxed. This sounds scary already. Hopefully they will find the solution to this problem soon,hope not experience well far back best recovering covid almost two month ago double vaxxed sound scary already hopefully find solution problem soon,0
4121,My whole family got COVID too. Home quarantine for 10 days. Feeling better now.,whole family got covid home quarantine day feeling better,0
4123,"My friend is 78 and had Covid twice. Lucky to be Alive, long hauler with shortness of breath.",friend covid twice lucky alive long hauler shortness breath,0
4124,Look for Lipid profile post omicron which is very common it seems. Just get it tested after 15-20 days to plan treatment protocol & reduce long covid,look lipid profile post omicron common seems get tested day plan treatment protocol amp reduce long covid,0
4132,"I friend of mine developed POTS syndrome after vaccination. The symptoms described here (as caused by long covid) are somewhat similar, though POTS seems more severe. <br>To be clear, I'm not an anti-vaxxer and covid itself can probablty cause POTS by itself too, as far as I know. I'm not the best informed person about such complicated subjects.",friend mine developed pot syndrome vaccination symptom described caused long covid somewhat similar though pots seems severe br clear not anti vaxxer covid probablty cause pot far know not best informed person complicated subject,0
4136,Die Aufschlüsselung von imunisiert oder eben nicht verzerrt für mich die Rechnung mit long Covid Fällen.,die aufschlüsselung von imunisiert oder eben nicht verzerrt für mich die rechnung mit long covid fällen,0
4141,Intoxication not allowed,intoxication not allowed,0
4146,"Covid19 pandemic induced poverty made lives of millions of poor Indian more miserable than the pandemic itself...while assets of Indian billionaires grew double or triple times, millions of middle class people came under poverty line.",covid pandemic induced poverty made life million poor indian miserable pandemic asset indian billionaire grew double triple time million middle class people came poverty line,0
